title,game_id,name_jp,name_kana,name_ro,name_tcn,name_scn,name_hkjc,name_kr,epithet,image_main,image_race,image_proto,image_stage,nicknames,birthday,class,dorm,roommate,height,threesizes,shoesize,weight,calls_self,calls_trainer,seiyuu,icon,color_main,color_sub,irl_page,emoji,partydash_page,1,media
T.M._Opera_O,1015,テイエムオペラオー,,Tei Emu Opera Oo,好歌劇,,,,Supreme Ruler of Century's End,T.M. Opera O (Main).png,T.M. Opera O (Race).png,T.M. Opera O (Proto).png,T.M. Opera O (Stage).png,オペラオー (Opera O)<br>オペ (Ope),1996-03-13,Middle School,Ritto,Biwa Hayahide,156,B76 W55 H80,23cm,Perpetually perfect (according to herself),ボク (Boku),トレーナー君 (Trainer-kun),[[Sora Tokui]],T.M. Opera O (Icon).png,F271C4,FBE415,IRL:T.M. Opera O,👑,,,
Taiki_Shuttle,1010,タイキシャトル,,Taiki Shatoru,大樹快車,,,,Strongest Miler,Taiki Shuttle (Main).png,Taiki Shuttle (Race).png,Taiki Shuttle (Proto).png,Taiki Shuttle (Stage).png,タイキ (Taiki),1994-03-23,High School,Miho,Mejiro Dober,172,B94 W59 H90,25cm,Slight increase (but it's no problem!),ワタシ (Watashi),トレーナーさん (Trainer-san),[[Yuka Otsubo]],Taiki Shuttle (Icon).png,73C032,FFAC42,IRL:Taiki Shuttle,,,,
Tamamo_Cross,1021,タマモクロス,,Tamamo Kurosu,玉藻十字,,,,White Lightning,Tamamo Cross (Main).png,Tamamo Cross (Race).png,Tamamo Cross (Proto).png,Tamamo Cross (Stage).png,タマモ (Tamamo)<br>タマ (Tama),1984-05-23,High School,Ritto,Oguri Cap,140,B71 W52 H73,"L19.5cm, R20cm",Unmeasurable,"ウチ、このタマモクロス様 (Uchi, Kono Tamamo Cross-sama)","アンタ、トレーナー (Anta, Trainer)",[[Naomi Ozora]],Tamamo Cross (Icon).png,3290D6,C6DAE7,IRL:Tamamo Cross,,,,
Tanino_Gimlet,1084,タニノギムレット,,tanino gimuretto,谷水琴蕾,,谷野美酒,,Aesthetic God of Destruction,Tanino Gimlet (Main).png,Tanino Gimlet (Race).png,Tanino Gimlet (Proto).png,Tanino Gimlet (Stage).png,,1999-05-04,High School,Ritto,Narita Brian,166,B77 W56 H79,"L24.5cm, R24cm",Perfect,"俺、ワタシ (Ore, Watashi)","アンタ、オマエ (Anta, Omae)",[[Misato Matsuoka]],Tanino Gimlet (Icon).png,dab610,173061,IRL:Tanino Gimlet,🍸,,,
Tap_Dance_City,1107,タップダンスシチー,,Tappu Dansu Shichii,跳舞城 / 踢踏城市,,,,,Tap Dance City (Main).png,Tap Dance City (Race).png,Tap Dance City (Proto).png,Tap Dance City (Stage).png,Dream-chasing Dancer,1997-03-16,High School,Ritto,Daitaku Helios,170,B89 W55 H88,25cm,I don't care,アタシ (Atashi),,[[Minami Shinoda]],Tap Dance City (Icon).png,d44853,4840ad,IRL:Tap Dance City,,,,
Tokai_Teio,1003,トウカイテイオー,,Toukai Teioo,東海帝皇,,,,Monarch,Tokai Teio (Main).png,Tokai Teio (Race).png,Tokai Teio (Proto).png,Tokai Teio (Stage).png,,1988-04-20,Middle School,Ritto,Mayano Top Gun,150,B77 W54 H76,22cm,No change,"ボク、ワガハイ (Boku, Wagahai)",トレーナー (Trainer),[[Machico]],Tokai Teio (Icon).png,3376D2,FF99D0,IRL:Tokai Teio,,Party Dash:Tokai Teio,,
Tosen_Jordan,1048,トーセンジョーダン,,Toosen Joodan,島川喬登,,東瀛佐敦,,Gyaru Who Hates to Lose,Tosen Jordan (Main).png,Tosen Jordan (Race).png,Tosen Jordan (Proto).png,Tosen Jordan (Stage).png,,2006-02-04,High School,Ritto,Winning Ticket,157,B82 W56 H84,"L23cm, R22.5cm",No comment,あたし (Atashi),"アンタ、トレーナー (Anta, Trainer)",[[Eri Suzuki]],Tosen Jordan (Icon).png,25B8AE,1C57B9,IRL:Tosen Jordan,🏀,,,
Transcend,1080,トランセンド,,Toransendo,創昇,,,,Seeker of the Unknown,Transcend (Main).png,Transcend (Race).png,Transcend (Proto).png,Transcend (Stage).png,,2021-03-09,High School,Ritto,Wonder Acute,164,B86 W57 H84,25.5cm,Confidential,ウチ (Uchi),トレーちゃん (Tore-chan/Tray-chan),[[Yui Tsukada]],Transcend (Icon).png,13a9b0,f8475f,IRL:Transcend,,,,
Tsurumaru_Tsuyoshi,1073,ツルマルツヨシ,,Tsurumaru Tsuyoshi,鶴丸剛志 / 鶴丸強志,,,,,Tsurumaru Tsuyoshi (Main).png,Tsurumaru Tsuyoshi (Race).png,Tsurumaru Tsuyoshi (Proto).png,Tsurumaru Tsuyoshi (Stage).png,,1995-04-06,Middle School,Ritto,Mejiro Bright,160,B85 W58 H86,,,私 (Watashi),,[[Yoshino Aoyama]],Tsurumaru Tsuyoshi (Icon).png,8F4DAC,F5CD47,IRL:Tsurumaru Tsuyoshi,,Party Dash:Tsurumaru Tsuyoshi,,
Twin_Turbo,1066,ツインターボ,,Tsuin Taabo,雙渦輪,,,,A Full-Throttle Getaway Girl,Twin Turbo (Main).png,Twin Turbo (Race).png,Twin Turbo (Proto).png,Twin Turbo (Stage).png,,1988-04-13,Middle School,Miho,Inari One,146,B72 W51 H74,"L20cm, R19.5cm",Unmeasurable,ターボ (Turbo),トレーナー (Trainer),[[Miharu Hanai]],Twin Turbo (Icon).png,1985d2,27b784,IRL:Twin Turbo,,,,
Verxina,1090,ヴィルシーナ,,Virushiina,極峰,,,,,Verxina (Main).png,Verxina (Race).png,,Verxina (Stage).png,,2009-03-05,Middle School,Ritto,Hokko Tarumae,158,B83 W53 H78,,,,,[[Kaya Okuno]],Verxina (Icon).png,4747cc,84c6e7,IRL:Verxina,⚾️,,,
Vivlos,1091,ヴィブロス,,Viburosu,強擊,,,,Little Devil Umamusume,Vivlos (Main).png,Vivlos (Race).png,Vivlos (Proto).png,Vivlos (Stage).png,,2013-04-09,Middle School,Ritto,Air Messiah,156,B81 W51 H86,"L22.5cm, R22cm",Stably on the low side,Watashi (私),Torecchi (トレっち),[[Ayasa Ito]],Vivlos (Icon).png,404fb1,84d4e3,IRL:Vivlos,,,,
Vodka,1008,ウオッカ,,Uokka,伏特加,,,보드카,Empress of Breaking Common Sense,Vodka (Main).png,Vodka (Race).png,Vodka (Proto).png,Vodka (Stage).png,,2004-04-04,Middle School,Ritto,Daiwa Scarlet,165,B76 W55 H78,"L24.5cm, R24cm",No change,俺 (Ore),"トレーナー、相棒 (Trainer, Aibou)",[[Ayaka Ohashi]],Vodka (Icon).png,D4C200,3DD1D7,IRL:Vodka,,Party Dash:Vodka,,
Win_Variation,1117,ウインバリアシオン,,Uin Bariashion,凱旋芭蕾,,,,,Win Variation (Main).png,Win Variation (Race).png,Win Variation (Proto).png,Win Variation (Stage).png,シオン (Shion),2021-04-10,,Ritto,Cheval Grand,159,B76 W55 H80,23.5 cm,Increasing,,,[[Hika Tsukishiro]],Win Variation (Icon).png,c1213c,bad7f4,IRL:Win Variation,🩰,,,
Winning_Ticket,1035,ウイニングチケット,,Uiningu Chiketto,勝利獎券,,,,Flag-bearer of a New Era,Winning Ticket (Main).png,Winning Ticket (Race).png,Winning Ticket (Proto).png,Winning Ticket (Stage).png,チケゾー (Chikezou)<br>Tickezo,1990-03-21,High School,Ritto,Tosen Jordan,157,B88 W57 H85,21.5cm,No change,アタシ (Atashi),トレーナーさん (Trainer-san),[[Yui Watanabe]],Winning Ticket (Icon).png,DD3D5B,EDE233,IRL:Winning Ticket,,,,
Wonder_Acute,1100,ワンダーアキュート,,Wandaa Akyuuto,奇銳駿,,,,The Refined Silver of Indomitable Perseverance,Wonder Acute (Main).png,Wonder Acute (Race).png,Wonder Acute (Proto).png,Wonder Acute (Stage).png,,2006-03-14,High School,Ritto,Transcend,159,B75 W52 H78,24.5cm,Unstable,あたし (Atashi),トレーナーさん (Trainer-san),[[wikipedia:ja:須藤叶希|須藤叶希]] (Kanoko Sudo),Wonder Acute (Icon).png,d85081,d8d2d9,IRL:Wonder Acute,,,,
Yaeno_Muteki,1072,ヤエノムテキ,,Yaeno Muteki,八重無敵,,,,Dauntless and Decisive,Yaeno Muteki (Main).png,Yaeno Muteki (Race).png,Yaeno Muteki (Proto).png,Yaeno Muteki (Stage).png,,1985-04-11,High School,Ritto,No Reason,159,B78 W54 H81,24cm,No change,私 (Watashi),トレーナー殿 (Trainer-dono),[[Ayumi Hinohara]],Yaeno Muteki (Icon).png,da483a,ffda93,IRL:Yaeno Muteki,🔥,,,
Yamanin_Zephyr,1078,ヤマニンゼファー,,Yamanin Zefaa,山人西風,,也文攝輝,,Incarnation of Wind,Yamanin Zephyr (Main).png,Yamanin Zephyr (Race).png,Yamanin Zephyr (Proto).png,Yamanin Zephyr (Stage).png,ぜひ (Zephy),1988-05-27,Middle School,Miho,Curren Bouquetd'or,154,B85 W52 H77,22cm,Light,私 (Watashi),"トレーナーさん、あなた (Trainer-san, Anata)",[[Riona Imaizumi]],Yamanin Zephyr (Icon).png,5192C1,AE4544,IRL:Yamanin Zephyr,🍃,,,
Yukino_Bijin,1029,ユキノビジン,,Yukino Bijin,雪之美人,,,,Iwate's Naive Beauty,Yukino Bijin (Main).png,Yukino Bijin (Race).png,Yukino Bijin (Proto).png,Yukino Bijin (Stage).png,,1990-03-10,Middle School,Miho,Manhattan Cafe,156,B80 W55 H80,22.5cm,No change,あたし (Atashi),トレーナーさん (Trainer-san),[[Nozomi Yamamoto]],Yukino Bijin (Icon).png,AF7E51,C8D8EB,IRL:Yukino Bijin,,,,
Zenno_Rob_Roy,1047,ゼンノロブロイ,,Zenno Robu Roi,荒漠英雄,,,,Great Heroine,Zenno Rob Roy (Main).png,Zenno Rob Roy (Race).png,Zenno Rob Roy (Proto).png,Zenno Rob Roy (Stage).png,,2000-03-27,Middle School,Miho,Rice Shower,140,B89 W56 H78,21cm,No change,私 (Watashi),トレーナーさん (Trainer-san),[[Haruka Terui]],Zenno Rob Roy (Icon).png,5F9B26,F3EA5D,IRL:Zenno Rob Roy,,,,
Aoi_Kiryuin,9004,桐生院葵,きりゅういんあおい,Kiryuin Aoi,,,,,,Aoi Kiryuin (Main).png,,,,,,,,,155,,,,,,[[Miho Okasaki]],Aoi Kiryuin (Icon).png,464ed2,e48cfa,,,,,
Beauty_Anshinzawa,,ビューティー安心沢,びゅーてぃーあんしんざわ,Byuutii Anshinzawa,,,,,,Beauty Anshinzawa (Main).png,,,,,,,,,173,,,,,,(Most likely) [[Kikuko Inoue]],Beauty Anshinzawa (Icon).png,df4945,502A2D,,,,,
Bitter_Glasse,2002,ビターグラッセ,,Bitaa Gurasse,,,,,,Bitter Glasse (Main).png,Bitter Glasse (Race).webp,,,,,,,,160,,,,,,[[Aino Shimada]],Bitter Glasse (Icon).png,ed4f44,674445,,,,,
Byerley_Turk,9042,バイアリーターク,,Baiarii Taaku,,,,,,Byerley Turk (Main).png,,,,,,,,,167,,,,,,[[Mitsuki Saiga]],Byerley Turk (Icon).png,bba61d,7874c9,,,,,
Darley_Arabian,9040,ダーレーアラビアン,,Daaree Arabian,,,,,,Darley Arabian (Main).png,,,,,,,,,165,,,,,,[[Naomi Shindo]],Darley Arabian (Icon).png,d84556,ddaa4d,IRL:Darley Arabian,,,,
Etsuko_Otonashi,9003,乙名史悦子,おとなしえつこ,Otonashi Etsuko,,,,,,Etsuko Otonashi (Main).png,,,,,,,,,168,,,,,,[[Emiri Suyama]],Etsuko Otonashi (Icon).png,4575bf,986d64,,,,,
Godolphin_Barb,9041,ゴドルフィンバルブ,Godorufin Barubu,,,,,,,Godolphin Barb (Main).png,,,,,,,,,160,,,,,,[[Satomi Sato]],Godolphin Barb (Icon).png,3381d8,20c8cf,,,,,
Haiseiko,9048,ハイセイコー,,Haiseikoo,,,,,,Haiseiko (Main).png,,,,"怪物チャン (Kaibutsu-chan, Monster-chan)",2021-03-06,,,,167,,,,,,[[Sakura Tange]],Haiseiko (Icon).png,c23c94,e3f5ff,IRL:Haiseiko,,,,
Happy_Meek,2001,ハッピーミーク,,Happii Miiku,快樂溫順,快乐米可,,,,Happy Meek (Main).png,,,,,,,,,163,,,,私 (Watashi),トレーナー (Trainer),[[Miyu Yoshizaki]],Happy Meek (Icon).png,729cdb,b8b2b9,IRL:Happy Meek,,Party Dash:Happy Meek,,
Junko_Hosoe,,細江純子,ほそえ じゅんこ,Hosoe Junko,,,,,,Junko Hosoe (Main).png,,,,,,,,,,,,,,,[[IRL:Junko Hosoe|Junko Hosoe]],Junko Hosoe (Icon).png,485cc7,d8ceda,IRL:Junko Hosoe,,,,
Light_Hello,9008,ライトハロー,,Raito Haroo,,,,,,Light Hello (Main).png,,,,ハロー (Hello),,,,,157,,,,私 (Watashi),トレーナーさん (Trainer-san),[[Kana Ueda]],Light Hello (Icon).png,f482a2,92ddcd,,,,,
Little_Cocon,2003,リトルココン,,Ritoru Kokon,,,,,,Little Cocon (Main).png,Little_Cocon_(Race).png,,,ココン (Cocon),,,,,154,,,,アタシ (Atashi),,[[Saho Shirasu]],Little Cocon (Icon).png,6973ab,61c9f5,,,,,
Mei_Satake,9043,佐岳メイ,,Satake Mei,佐岳鳴.,,,,,Mei Satake (Main).png,,,,,,,,,141,,,,,,[[Yui Horie]],Mei Satake (Icon).png,e4ac34,5e4b3c,,,,,
Misato_Akasaka,,赤坂美聡,,,,,,,,Misato Akasaka (Main).png,,,,,,,,,,,,,,,[[Satomi Akesaka]],Misato Akasaka (Icon).png,2a8e6e,d75938,,,,,
Montjeu,,モンジュー,,Monjuu,望族,,,,,Montjeu_(Main).webp,,,,,,,,,,,,,,,[[Arisa Sakuraba]],Montjeu (Icon).png,354796,D12835,IRL:Montjeu,,,,
Rigantona,2006,リガントーナ,,Rigantoona,,,,,,Rigantona (Main).png,,,,,,,,,170,,,,ワタシ (Watashi),アナタ (Anata),[[Aira Iryo]],Rigantona (Icon).png,da6642,755151,,,,,
Riko_Kashimoto,9006,樫本理子,かしもとりこ,Kashimoto Riko,,,,,,Riko Kashimoto (Main).png,,,,,,,,,166,,,,,,[[Romi Park]],Riko Kashimoto (Icon).png,54498c,8b9096,,,,,
Ryoka_Tsurugi,9044,都留岐涼花,つるぎりょうか,Tsurugi Ryouka,,,,,,Ryoka Tsurugi (Main).png,,,,,September 30,,,,160,,,,,,[[Rina Sato]],Ryoka Tsurugi (Icon).png,b26fbd,ffad93,,,,,
Saint_Lite,9046,セントライト,,Sento Raito,,,,,,Saint Lite (Main).png,,,,,2021-04-02,,,,158,,,,,,[[Mamiko Noto]],Saint Lite (Icon).png,5bb1de,ebc6ac,,,,,
Sasami_Anshinzawa,9005,安心沢刺々美,,,,,,,,Sasami Anshinzawa (Main).png,,,,,,,,,173,,,,,,井上喜久子 ([[wikipedia:Kikuko_Inoue|Kikuko Inoue]]),Sasami Anshinzawa (Icon).png,df4945,c3cacd,,,,,
Sonon_Elfie,2007,ソノンエルフィー,,Sonon Erufii,,,,,,Sonon Elfie (Main).png,,,,,,,,,175,,,,,,[[Ami Koshimizu]],Sonon Elfie (Icon).png,f07736,ffa6d1,IRL:Osumi Eleven,,,,
Speed_Symboli,9047,スピードシンボリ,,Supiido Shinbori,,,,,,Speed Symboli (Main).png,,,,"スーさん (Su-san, by Symboli Rudolf)",2021-05-03,,,,170,,,,"Watashi (私), Ore (俺)",,[[Miyuki Sawashiro]],Speed Symboli (Icon).png,10a546,e3e3e3,IRL:Speed Symboli,,,,
ST-2,,ST-2,サティ,sati,,,,,,ST-2 v3.png,,St-2 v1.png,,,,,,,157,,,,,,,ST-2 (Icon).png,74EDCE,072AB0,,,,,
Sugar_Lights,9045,シュガーライツ,,Shugaa Raitsu,,,,,,Sugar Lights (Main).png,,,,,,,,,157,,,,,,[[Yui Ishikawa]],Sugar Lights (Icon).png,5cc0ad,c85382,,,,,
Tazuna_Hayakawa,9001,駿川たづな,,Hayakawa Tazuna,,骏川缰绳/骏川手纲,,,,Tazuna Hayakawa (Main).png,,,,,,,,,166,,,,,,[[Yukiyo Fujii]],Tazuna Hayakawa (Icon).png,44A705,F3CD00,IRL:Tokino Minoru,,,,
Tucker_Bryne,9049,タッカーブライン,,,,,,,,Tucker Bryne (Main).png,,,,,,,,,168,,,,,,,Tucker Bryne (Icon).png,c4b076,00857d,,,,,
Venus_Paques,2005,ヴェニュスパーク,,Venyusu Paaku,金星復活節,金星公园,,,,Venus Paques (Main).png,,,,,,,,,155,,,,私 (Atashi),,折原日菜 (Hina Orihara),Venus Paques (Icon).png,215a95,db4977,IRL:Treve,,,,
Yayoi_Akikawa,9002,秋川やよい,あきかわやよい,Akikawa Yayoi,,秋川弥生,,,,Yayoi Akikawa (Main).png,,,,,0000-03-15,,,,140,,,,,,[[Kaori Mizuhashi]],Yayoi Akikawa (Icon).png,FC8056,D1BDBA,IRL:Northern Taste,,,,
Broye,,ブロワイエ,,Burowaie,,,,,,Broye.png,,,,,,,,,,,,,,,[[wikepedia:Ikezawa_Haruna|Ikezawa Haruna]],Broye(Icon).png,3658c8,b43e54,,,,,anime
Hana_Toujou,,東条 ハナ,,Toujou Hana,,,,,,Hanatoujou.png,,,,,,,,,,,,,,,[[Megumi Toyoguchi]],Hana Toujou (Icon).png,,,,,,,anime
Kuronuma,,黒沼,,Kuronuma,,,,,,Kuronuma.png,,,,,,,,,,,,,,,[[wikipedia:ja:黒田崇矢|黒田崇矢]](Takaya Kuroda),Kuronuma icon.jpg,eeedf5,e2b24e,,,,,anime
Mai,,メイ,,Mei,,,,,,Mai (Main).jpg,,,,,,,,,,,,,,,[[wikipedia:ja:仁見紗綾|仁見紗綾]](Saya Hitomi),Mai (Icon).png,6ac43c,e6d734,,,,,anime
Minamizaka,,南坂,みなみざか,Minamizaka,,,,,,Minamizaka.png,,,,,,,,,,,,,,,[[wikipedia:ja:古川 慎|古川 慎]] ([[wikipedia:Makoto Furukawa|Makoto Furukawa]]),Minamizaka (Icon).png,dadfe8,eef3f4,,,,,anime
Nana_Izumoto,,泉本奈々,,,,,,,,Img main11.png,,,,,,,,,,,,,,,[[wikipedia:ja:本泉莉奈 |本泉莉奈 ]]([[wikipedia:Rina Honnizumi|Rina Honnizumi]]),Nana Izumoto (Icon).png,6ac43c,e6d734,,,,,anime
Perry_Steam,,ペリースチーム,,,,,,,,Perry Steam.png,,,,,,,,,,,,,,,[[wikipedia:ja:森なな子|森なな子]](Nanako Mori),Perrysteam icon.png,,,,,,,anime
Satono's_Trainer,,サトノのトレーナー,,Satono no Toreenaa,,,,,,Satono's Trainer.jpg,,,,,,,,,,,,,,,[[wikipedia:ja:長谷川 明子|長谷川 明子]](Akiko Hasegawa),Satono's Trainer (Icon).jpg,21713A,dadfe8,,,,,anime
Shima,,シマ,,shima,,,,,,Shima (Main).jpg,,,,,,,,,,,,,,,[[wikipedia:ja:伊駒ゆりえ|伊駒ゆりえ]](Yurie Igoma),Shima (Icon).png,6ac43c,e6d734,,,,,anime
Sun_Visor,,サンバイザー,,San Baizaa,,,,,,Sunvisor.png,,,,,,,,,,,,,,,[[wikipedia:ja:釘宮理恵|釘宮理恵]] [[wikipedia:en:Rie Kugimiya|Rie Kugimiya]],Sunvisor_icon.png,,,,,,,anime
Trainer,,トレーナー,,Toreenaa,,,,,,Trainer (Main).png,,,,,,,,,180,,,,,,[[Koji Okino]],Trainer (Icon).png,dadfe8,f3d971,,,,,anime
Trainer_Okita,,沖田トレーナー,おきたとれーなー,okita toreenaa,,,,,,Trainer Okita (Main).png,,,,,,,,,,,,,,,[[wikipedia:ja:土田大|土田大]] ([[wikipedia:Hiroshi Tsuchida|Hiroshi Tsuchida]]),Trainer Okita (Icon).png,aaa,ccc,,,,,anime
Trainer_Tanabe,,タナベトレーナー,,Tanabe Toreenaa,,,,,,Img main09.png,,,,,,,,,,,,,,,[[wikipedia:ja:緒方賢一|緒方賢一]]([[wikipedia:Kenichi_Ogata_(voice_actor)|Kenichi Ogata]]),Trainer Tanabe (Icon).png,6ac43c,e6d734,,,,,anime
Akitsu_Teio,,アキツテイオー,,akitsu teioo,,,,,,Akitsu Teio (Main).png,,,,,,,,,165,,,,,,,Akitsu Teio (Icon).png,3A7AD2,ECE7E7,IRL:Nippo Teio,,,,cinderellagray
Belno_Light,,ベルノライト,,beruno raito,,,,,,Berno Light (Main).png,,,,,May 22,,,,146,B89 W53 H77,,,,,[[wikipedia:ja:瀬戸桃子|瀬戸桃子]](Momoko Seto),Berno Light (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Bethe_Sugar,,ベーテシュガー,,beete shugaa,,,,,,Bethe Sugar (Main).png,,,,,,,,,,,,,,,,Bethe Sugar (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Black_Ale,,ブラッキーエール,,burakkii eeru,,,,,,Blacky Yell (Main).png,,,,,April 25,,,,172,,,,,,,Blacky Yell (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Bright_Rock,,ブライトロック,,buraito rokku,,,,,,Bright Rock (Main).png,,,,,,,,,,,,,,,,Bright Rock (Icon).png,3A7AD2,ECE7E7,IRL:White Stone,,,,cinderellagray
Carrie's_Room,,キャリーズルーム,,kyariizu ruumu,,,,,,Carrie's Room (Main).png,,,,,,,,,,,,,,,,Carrie's Room (Icon).png,3A7AD2,ECE7E7,IRL:Carroll House,,,,cinderellagray
Clarizza,,クラリッザ,,kurarizza,,,,,,Clarizza (Main).png,,,,,,,,,,,,,,,,Clarizza (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Dicta_Striker,,ディクタストライカー,,dikuta sutoraikaa,,,,,,Dicta Striker (Main).png,,,,,,,,,,,,,オレ (Ore),,,Dicta Striker (Icon).png,3A7AD2,ECE7E7,IRL:Soccer Boy,,,,cinderellagray
Dynamu_Heroine,,,ダイナムヒロイン,dainamu hiroin,,,,,,Dynamu Heroine (Main).png,,,,,,,,,,,,,,,,Dynamu Heroine (Icon).png,3A7AD2,ECE7E7,IRL:Dyna Actress,,,,cinderellagray
Dynamu_Painter,,ダイナムペインター,,dainamu peintaa,,,,,,Dynamu Painter (Main).png,,,,,,,,,,,,,,,,Dynamu Painter (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Ellerslie_Pride,,エラズリープライド,,erazurii puraido,,,,,,Ellerslie Pride (Main).png,,,,,,,,,,,,,,,,Ellerslie Pride (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Eve_Binti,,イブビンティ,,ibu binti,,,,,,Eve Binti (Main).png,,,,,,,,,,,,,,,,Eve Binti (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Faith_No_More,,フェイスノーモア,,feisu noo moa,,,,,,Faith No More (Main).png,,,,,,,,,,,,,,,,Faith No More (Icon).png,3A7AD2,ECE7E7,IRL:Fate Northern,,,,cinderellagray
Folkqueen,,フォークイン,,Fookuin,,,,,,Folkqueen (Main).png,,,,,0000-10-07,,,,150,,,,,,,Folkqueen (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Fujimasa_March,,フジマサマーチ,,fujimasa maachi,,,,,,Fujimasa March (Main).png,,,,,April 5,,,,170,,,,,,[[wikipedia:ja:伊瀬茉莉也|伊瀬茉莉也]]([[wikipedia:Mariya Ise|Mariya Ise]]),Fujimasa March (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Fumino_Nase,,奈瀬文乃,なせふみの,fumino nase,,,,,,Fumino Nase (Main).png,,,,,,,,,,,,,,,,Fumino Nase (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Fuyuno_Nakasumi,,フユノナカスミ,,fuyuno nakasumi,,,,,,Fuyuno Nakasumi (Main).png,,,,,,,,,,,,,,,,Fuyuno Nakasumi (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Ginjirou_Musaka,,六平銀次郎,むかさ ぎんじろう,Musaka Ginjirou,,,,,,Ginjirou Musaka (Main).png,,,,,,,,,,,,,,,,Ginjirou Musaka (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
God_Hannibal,,ゴッドハンニバル,,goddo hannibaru,,,,,,God Hannibal (Main).png,,,,,,,,,175,,,,,,,God Hannibal (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Hidehito_Nase,,奈瀬英人,なせひでひと,hidehito nase,,,,,,Hidehito Nase (Main).png,,,,,,,,,,,,,,,,Hidehito Nase (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Hiyori_Kawamura,,川村日和,かわむらひより,kawamura hiyori,,,,,,Hiyori Kawamura (Main).png,,,,,,,,,,,,,,,,Hiyori Kawamura (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Jo_Kitahara,,北原穣,きたはらじょう,kitahara jou,,,,,,Jou Kitahara (Main).png,,,,,,,,,,,,,,,[[wikipedia:ja:小西克幸|小西克幸]]([[wikipedia:Katsuyuki Konishi|Katsuyuki Konishi]]),Jou Kitahara (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Joy_Maker,,ジョイメーカー,,joi meekaa,,,,,,Joy Maker (Main).png,,,,,,,,,,,,,,,,Joy Maker (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Kraft_Univer,,クラフトユニヴァ,,kurafuto yuniva,,,,,,Kraft Univer Uniform No BG.png,Kraft Univa (Main).png,,,Univer,,High School,,,158,,,,私 (Watashi),,[[wikipedia:Takako_Tanaka|田中 貴子(Takako Tanaka)]],Kraft Univer Icon White BG.png,3A7AD2,ECE7E7,,,,,cinderellagray
Long_Live_Free,,ロングリヴフリー,,rongu rivu furii,,,,,,Long Live Free (Main).png,,,,,,,,,,,,,,,,Long Live Free (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Luna_Swallow,,ルナスワロー,,runa suwarō,,,,,,Luna Swallow (Main).png,,,,,,,,,,,,,,,[[Hina Natsume]],Luna Swallow (Icon).png,3A7AD2,ECE7E7,IRL:Sunny Swallow,,,,cinderellagray
Masami_Komiyama,,小宮山勝美,こみやままさみ,komiyama masami,,,,,,Masami Komiyama (Main).png,,,,,,,,,,,,,,,,Masami Komiyama (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Meikun_Tsukasa,,メイクンツカサ,,meikun tsukasa,,,,,,Meikun Tsukasa (Main).png,,,,,,,,,165,,,,,,,Meikun Tsukasa (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Merry_Beauty,,メリービューティー,,merii byuutii,,,,,,Merry Beauty (Main).png,,,,,,,,,,,,,,,,Merry Beauty (Icon).png,3A7AD2,ECE7E7,IRL:Merry Nice,,,,cinderellagray
Meteor_Selenus,,メテオセレナス,,meteo serenasu,,,,,,Meteor Selenus (Main).png,,,,,,,,,,,,,,,,Meteor Selenus (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Michelle_My_Baby,,ミシェルマイベイビー,,misheru mai beibii,,,,,,Michelle My Baby (Main).jpg,,,,,,,,,195,,,,,,,Michelle My Baby (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Mill_Wakaba,,ミルワカバ,,miru wakaba,,,,,,Mill Wakaba design.jpg,,,,,,,,,,,,,,,,Mill Wakaba (Icon).png,3A7AD2,ECE7E7,IRL:Osaichi George,,,,cinderellagray
Mini_the_Lady,,ミニーザレディ,,minii za redii,,,,,,Mini the Lady (Main).png,,,,,,,,,,,,,,,,Mini the Lady (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Miss_Armagnac,,ミスアルマニャック,,misu arumanyakku,,,,,,Miss Armagnac (Main).png,,,,,,,,,,,,,,,,Miss Armagnac (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
